,state_name,city_name,vacinados,perc_vacinados,imunizados,perc_imunizados,nao_vacinados
0,Rondônia,Alta Floresta D'Oeste,1580.0,6.89,875.0,3.81,21365
1,Rondônia,Ariquemes,3446.0,3.19,1188.0,1.1,104417
2,Rondônia,Cabixi,479.0,9.02,166.0,3.12,4833
3,Rondônia,Cacoal,6048.0,7.09,3233.0,3.79,79311
4,Rondônia,Cerejeiras,1045.0,6.4,355.0,2.17,15278
5,Rondônia,Colorado do Oeste,711.0,4.48,336.0,2.12,15171
6,Rondônia,Corumbiara,340.0,4.6,156.0,2.11,7051
7,Rondônia,Costa Marques,347.0,1.89,96.0,0.52,17984
8,Rondônia,Espigão D'Oeste,1442.0,4.45,546.0,1.69,30932
9,Rondônia,Guajará-Mirim,3942.0,8.54,2111.0,4.57,42232
10,Rondônia,Jaru,2614.0,5.05,898.0,1.73,49161
11,Rondônia,Ji-Paraná,3854.0,2.99,1031.0,0.8,125115
12,Rondônia,Machadinho D'Oeste,983.0,2.46,389.0,0.97,39008
13,Rondônia,Nova Brasilândia D'Oeste,330.0,1.61,134.0,0.65,20144
14,Rondônia,Ouro Preto do Oeste,1281.0,3.55,705.0,1.96,34754
15,Rondônia,Pimenta Bueno,1489.0,4.06,648.0,1.77,35171
16,Rondônia,Porto Velho,28687.0,5.42,9115.0,1.72,500857
17,Rondônia,Presidente Médici,915.0,4.82,312.0,1.64,18071
18,Rondônia,Rio Crespo,208.0,5.53,76.0,2.02,3556
19,Rondônia,Rolim de Moura,375.0,0.68,114.0,0.21,54683
20,Rondônia,Santa Luzia D'Oeste,365.0,5.62,197.0,3.03,6130
21,Rondônia,Vilhena,4364.0,4.37,2261.0,2.26,95490
22,Rondônia,Nova Mamoré,931.0,3.04,385.0,1.26,29652
23,Rondônia,Alvorada D'Oeste,738.0,5.12,268.0,1.86,13673
24,Rondônia,Alto Alegre dos Parecis,452.0,3.41,162.0,1.22,12789
25,Rondônia,Alto Paraíso,798.0,3.72,206.0,0.96,20630
26,Rondônia,Buritis,1238.0,3.12,505.0,1.27,38416
27,Rondônia,Novo Horizonte do Oeste,290.0,3.4,178.0,2.08,8248
28,Rondônia,Cacaulândia,272.0,4.37,100.0,1.61,5958
29,Rondônia,Campo Novo de Rondônia,369.0,2.61,149.0,1.05,13770
30,Rondônia,Candeias do Jamari,768.0,2.88,296.0,1.11,25925
31,Rondônia,Castanheiras,259.0,8.49,72.0,2.36,2793
32,Rondônia,Chupinguaia,318.0,2.84,63.0,0.56,10864
33,Rondônia,Cujubim,484.0,1.92,42.0,0.17,24731
34,Rondônia,Governador Jorge Teixeira,577.0,7.43,244.0,3.14,7190
35,Rondônia,Itapuã do Oeste,514.0,4.91,237.0,2.27,9944
36,Rondônia,Ministro Andreazza,495.0,5.12,156.0,1.61,9165
37,Rondônia,Mirante da Serra,275.0,2.51,155.0,1.42,10672
38,Rondônia,Monte Negro,879.0,5.55,231.0,1.46,14973
39,Rondônia,Nova União,295.0,4.23,108.0,1.55,6675
40,Rondônia,Parecis,201.0,3.31,51.0,0.84,5873
41,Rondônia,Pimenteiras do Oeste,141.0,6.5,47.0,2.17,2028
42,Rondônia,Primavera de Rondônia,253.0,8.86,81.0,2.84,2603
43,Rondônia,São Felipe D'Oeste,343.0,6.63,145.0,2.8,4829
44,Rondônia,São Francisco do Guaporé,671.0,3.31,258.0,1.27,19595
45,Rondônia,Seringueiras,254.0,2.14,182.0,1.54,11602
46,Rondônia,Teixeirópolis,159.0,3.69,111.0,2.58,4149
47,Rondônia,Theobroma,303.0,2.9,201.0,1.92,10141
48,Rondônia,Urupá,631.0,5.5,225.0,1.96,10836
49,Rondônia,Vale do Anari,268.0,2.39,111.0,0.99,10936
50,Rondônia,Vale do Paraíso,438.0,6.42,150.0,2.2,6387
51,Acre,Acrelândia,778.0,5.1,99.0,0.65,14478
52,Acre,Assis Brasil,988.0,13.32,451.0,6.08,6429
53,Acre,Brasiléia,1583.0,6.02,311.0,1.18,24695
54,Acre,Bujari,607.0,5.91,76.0,0.74,9659
55,Acre,Capixaba,370.0,3.15,86.0,0.73,11363
56,Acre,Cruzeiro do Sul,6478.0,7.33,1769.0,2.0,81898
57,Acre,Epitaciolândia,885.0,4.81,163.0,0.89,17526
58,Acre,Feijó,2309.0,6.64,809.0,2.33,32471
59,Acre,Jordão,754.0,9.07,271.0,3.26,7563
60,Acre,Mâncio Lima,1858.0,9.79,946.0,4.98,17119
61,Acre,Manoel Urbano,739.0,7.81,237.0,2.51,8720
62,Acre,Marechal Thaumaturgo,1068.0,5.66,557.0,2.95,17799
63,Acre,Plácido de Castro,814.0,4.12,124.0,0.63,18947
64,Acre,Porto Walter,438.0,3.66,245.0,2.04,11544
65,Acre,Rio Branco,20807.0,5.11,4217.0,1.04,386512
66,Acre,Rodrigues Alves,498.0,2.63,1.0,0.01,18432
67,Acre,Santa Rosa do Purus,918.0,14.04,452.0,6.91,5622
68,Acre,Senador Guiomard,932.0,4.05,179.0,0.78,22092
69,Acre,Sena Madureira,1838.0,4.01,346.0,0.75,44010
70,Acre,Tarauacá,1499.0,3.52,537.0,1.26,41068
71,Acre,Xapuri,426.0,2.2,44.0,0.23,18897
72,Acre,Porto Acre,679.0,3.67,112.0,0.61,17825
73,Amazonas,Alvarães,1519.0,9.47,550.0,3.43,14522
74,Amazonas,Amaturá,1492.0,12.93,403.0,3.49,10044
75,Amazonas,Anamã,808.0,5.94,334.0,2.45,12806
76,Amazonas,Anori,1083.0,5.15,233.0,1.11,19927
77,Amazonas,Apuí,461.0,2.1,4.0,0.02,21512
78,Amazonas,Atalaia do Norte,2726.0,13.68,1332.0,6.69,17195
79,Amazonas,Autazes,4449.0,11.24,1902.0,4.81,35116
80,Amazonas,Barcelos,1333.0,4.85,136.0,0.49,26169
81,Amazonas,Barreirinha,4260.0,13.3,1817.0,5.67,27781
82,Amazonas,Benjamin Constant,7372.0,17.15,4178.0,9.72,35612
83,Amazonas,Beruri,1143.0,5.81,375.0,1.91,18536
84,Amazonas,Boa Vista do Ramos,893.0,4.65,196.0,1.02,18314
85,Amazonas,Boca do Acre,2498.0,7.28,710.0,2.07,31810
86,Amazonas,Borba,3022.0,7.34,1523.0,3.7,38139
87,Amazonas,Caapiranga,795.0,6.08,215.0,1.64,12286
88,Amazonas,Canutama,598.0,3.83,51.0,0.33,15031
89,Amazonas,Carauari,1948.0,6.88,323.0,1.14,26346
90,Amazonas,Careiro,3504.0,9.25,589.0,1.56,34365
91,Amazonas,Careiro da Várzea,1053.0,3.48,186.0,0.62,29172
92,Amazonas,Coari,4824.0,5.67,578.0,0.68,80273
93,Amazonas,Codajás,1301.0,4.54,175.0,0.61,27336
94,Amazonas,Eirunepé,2420.0,6.86,535.0,1.52,32853
95,Amazonas,Envira,1433.0,7.15,264.0,1.32,18600
96,Amazonas,Fonte Boa,937.0,5.32,179.0,1.02,16672
97,Amazonas,Guajará,964.0,5.78,146.0,0.88,15714
98,Amazonas,Humaitá,5383.0,9.77,1362.0,2.47,49697
99,Amazonas,Ipixuna,912.0,3.07,252.0,0.85,28777
100,Amazonas,Iranduba,3530.0,7.31,396.0,0.82,44766
101,Amazonas,Itacoatiara,8001.0,7.9,1123.0,1.11,93336
102,Amazonas,Itamarati,550.0,7.01,177.0,2.25,7301
103,Amazonas,Itapiranga,463.0,5.06,47.0,0.51,8685
104,Amazonas,Japurá,539.0,19.56,232.0,8.42,2216
105,Amazonas,Juruá,197.0,1.34,28.0,0.19,14515
106,Amazonas,Jutaí,388.0,2.71,42.0,0.29,13929
107,Amazonas,Lábrea,5051.0,10.96,2093.0,4.54,41018
108,Amazonas,Manacapuru,5613.0,5.76,1262.0,1.3,91764
109,Amazonas,Manaquiri,1165.0,3.63,144.0,0.45,30940
110,Amazonas,Manaus,220327.0,10.09,49882.0,2.29,1962436
111,Amazonas,Manicoré,1102.0,1.98,585.0,1.05,54649
112,Amazonas,Maraã,973.0,5.34,394.0,2.16,17251
113,Amazonas,Maués,5814.0,9.1,1510.0,2.36,58091
114,Amazonas,Nhamundá,1741.0,8.22,470.0,2.22,19432
115,Amazonas,Nova Olinda do Norte,936.0,2.5,121.0,0.32,36442
116,Amazonas,Novo Airão,1375.0,7.07,150.0,0.77,18079
117,Amazonas,Novo Aripuanã,1353.0,5.28,125.0,0.49,24291
118,Amazonas,Parintins,7928.0,6.94,693.0,0.61,106345
119,Amazonas,Pauini,1656.0,8.52,551.0,2.84,17770
120,Amazonas,Presidente Figueiredo,2642.0,7.28,293.0,0.81,33637
121,Amazonas,Rio Preto da Eva,2062.0,6.18,210.0,0.63,31285
122,Amazonas,Santa Isabel do Rio Negro,2307.0,9.17,815.0,3.24,22849
123,Amazonas,Santo Antônio do Içá,2866.0,13.27,475.0,2.2,18736
124,Amazonas,São Gabriel da Cachoeira,10148.0,22.27,4704.0,10.32,35416
125,Amazonas,São Paulo de Olivença,6610.0,16.82,1074.0,2.73,32689
126,Amazonas,São Sebastião do Uatumã,707.0,5.04,327.0,2.33,13313
127,Amazonas,Silves,794.0,8.66,215.0,2.34,8377
128,Amazonas,Tabatinga,7623.0,11.58,779.0,1.18,58221
129,Amazonas,Tapauá,312.0,1.82,48.0,0.28,16844
130,Amazonas,Tefé,5859.0,9.79,1005.0,1.68,53990
131,Amazonas,Tonantins,1720.0,9.17,330.0,1.76,17035
132,Amazonas,Uarini,509.0,3.76,144.0,1.06,13031
133,Amazonas,Urucará,1337.0,8.22,160.0,0.98,14919
134,Amazonas,Urucurituba,1208.0,5.24,229.0,0.99,21857
135,Roraima,Amajari,1449.0,11.32,728.0,5.69,11347
136,Roraima,Alto Alegre,2261.0,14.58,1275.0,8.22,13249
137,Roraima,Boa Vista,23020.0,5.77,10419.0,2.61,376193
138,Roraima,Bonfim,1580.0,12.73,384.0,3.09,10829
139,Roraima,Cantá,1591.0,8.68,511.0,2.79,16744
140,Roraima,Caracaraí,513.0,2.34,384.0,1.75,21413
141,Roraima,Caroebe,582.0,5.72,246.0,2.42,9587
142,Roraima,Iracema,388.0,3.25,205.0,1.72,11562
143,Roraima,Mucajaí,852.0,4.77,396.0,2.22,17001
144,Roraima,Normandia,1743.0,15.44,750.0,6.64,9547
145,Roraima,Pacaraima,2537.0,14.58,1307.0,7.51,14864
146,Roraima,Rorainópolis,1059.0,3.51,598.0,1.98,29104
147,Roraima,São João da Baliza,360.0,4.39,185.0,2.26,7841
148,Roraima,São Luiz,342.0,4.28,143.0,1.79,7644
149,Roraima,Uiramutã,2860.0,27.09,1492.0,14.13,7699
150,Pará,Abaetetuba,4766.0,3.02,1111.0,0.7,152932
151,Pará,Abel Figueiredo,289.0,3.89,57.0,0.77,7145
152,Pará,Acará,1071.0,1.93,232.0,0.42,54520
153,Pará,Afuá,744.0,1.9,167.0,0.43,38474
154,Pará,Água Azul do Norte,340.0,1.24,141.0,0.51,27090
155,Pará,Alenquer,2381.0,4.19,370.0,0.65,54408
156,Pará,Almeirim,1654.0,4.85,596.0,1.75,32455
157,Pará,Altamira,6649.0,5.8,2437.0,2.13,107945
158,Pará,Anajás,883.0,3.02,198.0,0.68,28394
159,Pará,Ananindeua,33232.0,6.26,4601.0,0.87,497366
160,Pará,Anapu,927.0,3.32,410.0,1.47,26963
161,Pará,Augusto Corrêa,803.0,1.75,249.0,0.54,45195
162,Pará,Aurora do Pará,532.0,1.7,139.0,0.44,30806
163,Pará,Aveiro,542.0,3.31,330.0,2.01,15846
164,Pará,Bagre,781.0,2.55,207.0,0.67,29892
165,Pará,Baião,718.0,1.51,241.0,0.51,46728
166,Pará,Bannach,175.0,5.33,66.0,2.01,3111
167,Pará,Barcarena,3747.0,3.01,1085.0,0.87,120933
168,Pará,Belém,161340.0,10.81,38150.0,2.56,1331405
169,Pará,Belterra,735.0,4.15,344.0,1.94,16997
170,Pará,Benevides,6000.0,9.56,909.0,1.45,56737
171,Pará,Bom Jesus do Tocantins,718.0,4.23,156.0,0.92,16263
172,Pará,Bonito,262.0,1.61,60.0,0.37,16024
173,Pará,Bragança,5328.0,4.17,1046.0,0.82,122358
174,Pará,Brasil Novo,896.0,5.94,139.0,0.92,14190
175,Pará,Brejo Grande do Araguaia,292.0,3.96,70.0,0.95,7088
176,Pará,Breu Branco,828.0,1.25,184.0,0.28,65218
177,Pará,Breves,3841.0,3.74,1101.0,1.07,98860
178,Pará,Bujaru,749.0,2.57,116.0,0.4,28383
179,Pará,Cachoeira do Piriá,426.0,1.26,117.0,0.35,33474
180,Pará,Cachoeira do Arari,832.0,3.5,256.0,1.08,22935
181,Pará,Cametá,2655.0,1.93,863.0,0.63,135235
182,Pará,Canaã dos Carajás,1326.0,3.58,377.0,1.02,35759
183,Pará,Capanema,3149.0,4.56,948.0,1.37,65878
184,Pará,Capitão Poço,2508.0,4.62,898.0,1.65,51795
185,Pará,Castanhal,7586.0,3.78,1883.0,0.94,193207
186,Pará,Chaves,380.0,1.6,102.0,0.43,23337
187,Pará,Colares,451.0,3.73,98.0,0.81,11634
188,Pará,Conceição do Araguaia,2747.0,5.74,705.0,1.47,45117
189,Pará,Concórdia do Pará,1040.0,3.12,191.0,0.57,32278
190,Pará,Cumaru do Norte,299.0,2.22,103.0,0.76,13174
191,Pará,Curionópolis,1055.0,5.88,92.0,0.51,16874
192,Pará,Curralinho,571.0,1.66,199.0,0.58,33877
193,Pará,Curuá,529.0,3.68,83.0,0.58,13864
194,Pará,Curuçá,1780.0,4.44,343.0,0.86,38286
195,Pará,Dom Eliseu,1181.0,1.98,389.0,0.65,58538
196,Pará,Eldorado do Carajás,617.0,1.83,149.0,0.44,33191
197,Pará,Faro,541.0,7.52,125.0,1.74,6653
198,Pará,Floresta do Araguaia,275.0,1.35,101.0,0.5,20029
199,Pará,Garrafão do Norte,747.0,2.87,256.0,0.98,25319
200,Pará,Goianésia do Pará,551.0,1.36,91.0,0.22,39924
201,Pará,Gurupá,1329.0,3.98,361.0,1.08,32047
202,Pará,Igarapé-Açu,2308.0,5.95,285.0,0.73,36499
203,Pará,Igarapé-Miri,2763.0,4.41,412.0,0.66,59935
204,Pará,Inhangapi,671.0,5.73,90.0,0.77,11040
205,Pará,Ipixuna do Pará,975.0,1.52,201.0,0.31,63078
206,Pará,Irituia,1224.0,3.76,241.0,0.74,31326
207,Pará,Itaituba,3745.0,3.7,944.0,0.93,97502
208,Pará,Itupiranga,848.0,1.59,212.0,0.4,52421
209,Pará,Jacareacanga,1794.0,21.77,496.0,6.02,6445
210,Pará,Jacundá,1391.0,2.35,194.0,0.33,57764
211,Pará,Juruti,1871.0,3.23,373.0,0.64,56072
212,Pará,Limoeiro do Ajuru,617.0,2.13,148.0,0.51,28318
213,Pará,Mãe do Rio,752.0,2.5,192.0,0.64,29325
214,Pará,Magalhães Barata,260.0,3.04,70.0,0.82,8288
215,Pará,Marabá,8638.0,3.09,3083.0,1.1,270711
216,Pará,Maracanã,681.0,2.31,198.0,0.67,28792
217,Pará,Marapanim,1160.0,4.09,349.0,1.23,27176
218,Pará,Marituba,7229.0,5.5,1375.0,1.05,124292
219,Pará,Medicilândia,854.0,2.7,155.0,0.49,30743
220,Pará,Melgaço,632.0,2.29,225.0,0.81,27022
221,Pará,Mocajuba,775.0,2.49,124.0,0.4,30361
222,Pará,Moju,2163.0,2.63,174.0,0.21,79931
223,Pará,Monte Alegre,2507.0,4.32,359.0,0.62,55525
224,Pará,Muaná,735.0,1.82,290.0,0.72,39614
225,Pará,Nova Esperança do Piriá,383.0,1.79,91.0,0.43,20985
226,Pará,Nova Ipixuna,491.0,2.94,106.0,0.64,16187
227,Pará,Nova Timboteua,596.0,3.88,160.0,1.04,14767
228,Pará,Novo Progresso,719.0,2.79,231.0,0.9,25043
229,Pará,Novo Repartimento,1590.0,2.09,336.0,0.44,74329
230,Pará,Óbidos,2900.0,5.56,636.0,1.22,49237
231,Pará,Oeiras do Pará,805.0,2.48,177.0,0.54,31707
232,Pará,Oriximiná,4320.0,5.91,1650.0,2.26,68776
233,Pará,Ourém,705.0,3.95,136.0,0.76,17137
234,Pará,Ourilândia do Norte,989.0,3.01,449.0,1.37,31843
235,Pará,Pacajá,920.0,1.93,167.0,0.35,46786
236,Pará,Palestina do Pará,325.0,4.28,61.0,0.8,7264
237,Pará,Paragominas,3995.0,3.53,1091.0,0.96,109150
238,Pará,Parauapebas,3933.0,1.89,1151.0,0.55,204340
239,Pará,Pau D'Arco,198.0,3.61,50.0,0.91,5285
240,Pará,Peixe-Boi,373.0,4.62,54.0,0.67,7704
241,Pará,Piçarra,269.0,2.07,69.0,0.53,12712
242,Pará,Placas,438.0,1.41,185.0,0.6,30544
243,Pará,Ponta de Pedras,988.0,3.18,379.0,1.22,30094
244,Pará,Portel,1136.0,1.83,361.0,0.58,60907
245,Pará,Porto de Moz,1157.0,2.81,224.0,0.54,39978
246,Pará,Prainha,1107.0,3.71,203.0,0.68,28759
247,Pará,Primavera,542.0,5.01,117.0,1.08,10283
248,Pará,Quatipuru,546.0,4.01,110.0,0.81,13062
249,Pará,Redenção,3916.0,4.62,771.0,0.91,80871
250,Pará,Rio Maria,859.0,4.72,233.0,1.28,17334
251,Pará,Rondon do Pará,943.0,1.8,211.0,0.4,51414
252,Pará,Rurópolis,1551.0,3.07,439.0,0.87,48959
253,Pará,Salinópolis,727.0,1.79,246.0,0.6,39948
254,Pará,Salvaterra,708.0,2.98,236.0,0.99,23044
255,Pará,Santa Bárbara do Pará,1626.0,7.71,260.0,1.23,19453
256,Pará,Santa Cruz do Arari,200.0,1.97,126.0,1.24,9928
257,Pará,Santa Izabel do Pará,2506.0,3.54,481.0,0.68,68295
258,Pará,Santa Luzia do Pará,668.0,3.37,175.0,0.88,19180
259,Pará,Santa Maria das Barreiras,373.0,1.74,132.0,0.62,21076
260,Pará,Santa Maria do Pará,874.0,3.52,153.0,0.62,23987
261,Pará,Santana do Araguaia,486.0,0.67,151.0,0.21,72331
262,Pará,Santarém,19500.0,6.4,4663.0,1.53,285089
263,Pará,Santarém Novo,184.0,2.74,75.0,1.12,6525
264,Pará,Santo Antônio do Tauá,573.0,1.82,104.0,0.33,30909
265,Pará,São Caetano de Odivelas,372.0,2.06,109.0,0.6,17678
266,Pará,São Domingos do Araguaia,922.0,3.61,127.0,0.5,24635
267,Pará,São Domingos do Capim,909.0,2.84,192.0,0.6,31080
268,Pará,São Félix do Xingu,783.0,0.61,252.0,0.2,127698
269,Pará,São Francisco do Pará,881.0,5.55,167.0,1.05,15001
270,Pará,São Geraldo do Araguaia,388.0,1.56,70.0,0.28,24459
271,Pará,São João da Ponta,310.0,5.05,50.0,0.81,5829
272,Pará,São João de Pirabas,864.0,3.75,188.0,0.82,22181
273,Pará,São João do Araguaia,313.0,2.24,111.0,0.79,13683
274,Pará,São Miguel do Guamá,1984.0,3.36,349.0,0.59,57002
275,Pará,São Sebastião da Boa Vista,815.0,3.06,303.0,1.14,25825
276,Pará,Sapucaia,104.0,1.75,42.0,0.71,5826
277,Pará,Senador José Porfírio,384.0,3.29,85.0,0.73,11274
278,Pará,Soure,1384.0,5.45,506.0,1.99,23990
279,Pará,Tailândia,1393.0,1.31,317.0,0.3,104946
280,Pará,Terra Alta,375.0,3.2,91.0,0.78,11345
281,Pará,Terra Santa,764.0,4.07,143.0,0.76,18005
282,Pará,Tomé-Açu,1948.0,3.07,627.0,0.99,61499
283,Pará,Tracuateua,716.0,2.31,217.0,0.7,30243
284,Pará,Trairão,489.0,2.58,138.0,0.73,18500
285,Pará,Tucumã,1224.0,3.09,250.0,0.63,38378
286,Pará,Tucuruí,4210.0,3.7,1462.0,1.29,109449
287,Pará,Ulianópolis,1123.0,1.9,282.0,0.48,58087
288,Pará,Uruará,981.0,2.16,245.0,0.54,44495
289,Pará,Vigia,1324.0,2.47,220.0,0.41,52362
290,Pará,Viseu,1327.0,2.16,331.0,0.54,60076
291,Pará,Vitória do Xingu,985.0,6.51,330.0,2.18,14149
292,Pará,Xinguara,1861.0,4.16,365.0,0.82,42890
293,Amapá,Serra do Navio,243.0,4.5,120.0,2.22,5154
294,Amapá,Amapá,490.0,5.38,177.0,1.94,8619
295,Amapá,Pedra Branca do Amapari,1081.0,6.55,501.0,3.04,15421
296,Amapá,Calçoene,301.0,2.71,189.0,1.7,10816
297,Amapá,Cutias,297.0,4.96,101.0,1.69,5686
298,Amapá,Ferreira Gomes,420.0,5.4,186.0,2.39,7360
299,Amapá,Itaubal,259.0,4.71,69.0,1.25,5244
300,Amapá,Laranjal do Jari,2076.0,4.12,892.0,1.77,48334
301,Amapá,Macapá,26907.0,5.35,7772.0,1.54,476420
302,Amapá,Mazagão,1030.0,4.76,296.0,1.37,20602
303,Amapá,Oiapoque,3686.0,13.52,2500.0,9.17,23584
304,Amapá,Porto Grande,426.0,1.94,107.0,0.49,21545
305,Amapá,Pracuúba,173.0,3.38,102.0,1.99,4947
306,Amapá,Santana,6182.0,5.09,1054.0,0.87,115182
307,Amapá,Tartarugalzinho,645.0,3.73,126.0,0.73,16670
308,Amapá,Vitória do Jari,645.0,4.05,188.0,1.18,15286
309,Tocantins,Abreulândia,119.0,4.61,40.0,1.55,2460
310,Tocantins,Aguiarnópolis,272.0,4.04,83.0,1.23,6461
311,Tocantins,Aliança do Tocantins,333.0,6.18,147.0,2.73,5057
312,Tocantins,Almas,430.0,6.09,129.0,1.83,6625
313,Tocantins,Alvorada,372.0,4.42,186.0,2.21,8040
314,Tocantins,Ananás,465.0,4.87,224.0,2.35,9084
315,Tocantins,Angico,158.0,4.6,58.0,1.69,3275
316,Tocantins,Aparecida do Rio Negro,195.0,4.07,68.0,1.42,4600
317,Tocantins,Aragominas,308.0,5.35,91.0,1.58,5450
318,Tocantins,Araguacema,382.0,5.39,109.0,1.54,6704
319,Tocantins,Araguaçu,833.0,9.78,272.0,3.19,7684
320,Tocantins,Araguaína,13490.0,7.47,4067.0,2.25,166980
321,Tocantins,Araguanã,263.0,4.59,96.0,1.68,5466
322,Tocantins,Araguatins,1349.0,3.77,506.0,1.41,34412
323,Tocantins,Arapoema,296.0,4.46,56.0,0.84,6347
324,Tocantins,Arraias,612.0,5.79,306.0,2.9,9955
325,Tocantins,Augustinópolis,1142.0,6.2,415.0,2.25,17270
326,Tocantins,Aurora do Tocantins,249.0,6.63,98.0,2.61,3508
327,Tocantins,Axixá do Tocantins,630.0,6.46,172.0,1.76,9126
328,Tocantins,Babaçulândia,391.0,3.67,172.0,1.61,10273
329,Tocantins,Bandeirantes do Tocantins,180.0,5.07,55.0,1.55,3373
330,Tocantins,Barra do Ouro,113.0,2.46,52.0,1.13,4478
331,Tocantins,Barrolândia,398.0,7.07,121.0,2.15,5234
332,Tocantins,Bernardo Sayão,267.0,5.99,71.0,1.59,4192
333,Tocantins,Bom Jesus do Tocantins,121.0,2.47,28.0,0.57,4773
334,Tocantins,Brasilândia do Tocantins,187.0,8.5,58.0,2.64,2014
335,Tocantins,Brejinho de Nazaré,301.0,5.48,110.0,2.0,5196
336,Tocantins,Buriti do Tocantins,351.0,3.09,116.0,1.02,10997
337,Tocantins,Cachoeirinha,92.0,4.04,51.0,2.24,2183
338,Tocantins,Campos Lindos,166.0,1.64,54.0,0.53,9950
339,Tocantins,Cariri do Tocantins,300.0,6.85,91.0,2.08,4082
340,Tocantins,Carmolândia,122.0,4.73,40.0,1.55,2458
341,Tocantins,Carrasco Bonito,192.0,4.69,75.0,1.83,3903
342,Tocantins,Caseara,223.0,4.15,61.0,1.14,5146
343,Tocantins,Centenário,145.0,4.99,48.0,1.65,2760
344,Tocantins,Chapada de Areia,85.0,6.05,25.0,1.78,1321
345,Tocantins,Chapada da Natividade,220.0,6.6,71.0,2.13,3113
346,Tocantins,Colinas do Tocantins,2012.0,5.68,560.0,1.58,33412
347,Tocantins,Combinado,164.0,3.38,96.0,1.98,4688
348,Tocantins,Conceição do Tocantins,319.0,7.77,104.0,2.53,3786
349,Tocantins,Couto Magalhães,224.0,4.01,75.0,1.34,5364
350,Tocantins,Cristalândia,722.0,9.91,228.0,3.13,6567
351,Tocantins,Crixás do Tocantins,122.0,7.08,37.0,2.15,1600
352,Tocantins,Darcinópolis,179.0,2.94,79.0,1.3,5918
353,Tocantins,Dianópolis,971.0,4.39,376.0,1.7,21168
354,Tocantins,Divinópolis do Tocantins,357.0,5.17,143.0,2.07,6543
355,Tocantins,Dois Irmãos do Tocantins,309.0,4.29,159.0,2.21,6889
356,Tocantins,Dueré,308.0,6.57,117.0,2.5,4378
357,Tocantins,Esperantina,352.0,3.2,84.0,0.76,10644
358,Tocantins,Fátima,332.0,8.66,88.0,2.29,3503
359,Tocantins,Figueirópolis,342.0,6.5,101.0,1.92,4921
360,Tocantins,Filadélfia,286.0,3.23,124.0,1.4,8570
361,Tocantins,Formoso do Araguaia,1269.0,6.88,518.0,2.81,17171
362,Tocantins,Fortaleza do Tabocão,171.0,6.6,56.0,2.16,2418
363,Tocantins,Goianorte,270.0,5.27,89.0,1.74,4853
364,Tocantins,Goiatins,1174.0,9.02,760.0,5.84,11845
365,Tocantins,Guaraí,1440.0,5.55,592.0,2.28,24483
366,Tocantins,Gurupi,4094.0,4.72,1671.0,1.93,82553
367,Tocantins,Ipueiras,162.0,8.04,46.0,2.28,1853
368,Tocantins,Itacajá,724.0,9.74,331.0,4.45,6709
369,Tocantins,Itaguatins,276.0,4.71,126.0,2.15,5588
370,Tocantins,Itapiratins,238.0,6.3,72.0,1.91,3539
371,Tocantins,Itaporã do Tocantins,129.0,5.32,61.0,2.51,2298
372,Tocantins,Jaú do Tocantins,244.0,6.34,79.0,2.05,3605
373,Tocantins,Juarina,79.0,3.6,40.0,1.82,2114
374,Tocantins,Lagoa da Confusão,527.0,3.95,166.0,1.24,12830
375,Tocantins,Lagoa do Tocantins,195.0,4.52,40.0,0.93,4121
376,Tocantins,Lajeado,328.0,10.47,93.0,2.97,2806
377,Tocantins,Lavandeira,97.0,5.04,39.0,2.03,1826
378,Tocantins,Lizarda,202.0,5.4,66.0,1.76,3538
379,Tocantins,Luzinópolis,113.0,3.64,32.0,1.03,2995
380,Tocantins,Marianópolis do Tocantins,163.0,3.15,53.0,1.02,5012
381,Tocantins,Mateiros,111.0,4.14,29.0,1.08,2573
382,Tocantins,Maurilândia do Tocantins,176.0,5.14,85.0,2.48,3250
383,Tocantins,Miracema do Tocantins,1397.0,7.66,495.0,2.71,16851
384,Tocantins,Miranorte,511.0,3.8,269.0,2.0,12923
385,Tocantins,Monte do Carmo,271.0,3.41,131.0,1.65,7676
386,Tocantins,Monte Santo do Tocantins,120.0,5.27,54.0,2.37,2159
387,Tocantins,Palmeiras do Tocantins,249.0,3.74,120.0,1.8,6409
388,Tocantins,Muricilândia,233.0,6.56,82.0,2.31,3318
389,Tocantins,Natividade,700.0,7.57,214.0,2.32,8544
390,Tocantins,Nazaré,312.0,8.0,114.0,2.92,3586
391,Tocantins,Nova Olinda,496.0,4.2,177.0,1.5,11323
392,Tocantins,Nova Rosalândia,282.0,6.62,123.0,2.89,3978
393,Tocantins,Novo Acordo,234.0,5.39,115.0,2.65,4108
394,Tocantins,Novo Alegre,135.0,5.79,55.0,2.36,2197
395,Tocantins,Novo Jardim,120.0,4.41,45.0,1.65,2602
396,Tocantins,Oliveira de Fátima,100.0,8.99,32.0,2.88,1012
397,Tocantins,Palmeirante,215.0,3.57,35.0,0.58,5811
398,Tocantins,Palmeirópolis,340.0,4.44,198.0,2.59,7319
399,Tocantins,Paraíso do Tocantins,2015.0,3.93,959.0,1.87,49237
400,Tocantins,Paranã,442.0,4.23,196.0,1.88,10007
401,Tocantins,Pau D'Arco,249.0,5.14,78.0,1.61,4600
402,Tocantins,Pedro Afonso,591.0,4.35,283.0,2.08,12987
403,Tocantins,Peixe,541.0,4.6,148.0,1.26,11208
