,state_name,city_name,vacinados,perc_vacinados,imunizados,perc_imunizados,nao_vacinados
1267,Paraíba,Belém do Brejo do Cruz,706.0,9.62,99.0,1.35,6636
1268,Paraíba,Bernardino Batista,348.0,9.94,125.0,3.57,3153
1269,Paraíba,Boa Ventura,650.0,12.11,198.0,3.69,4716
1270,Paraíba,Boa Vista,899.0,12.75,299.0,4.24,6152
1271,Paraíba,Bom Jesus,241.0,9.41,65.0,2.54,2320
1272,Paraíba,Bom Sucesso,545.0,10.95,186.0,3.74,4430
1273,Paraíba,Bonito de Santa Fé,666.0,5.59,164.0,1.38,11251
1274,Paraíba,Boqueirão,1475.0,8.28,265.0,1.49,16329
1275,Paraíba,Igaracy,468.0,7.65,69.0,1.13,5649
1276,Paraíba,Borborema,416.0,7.9,64.0,1.22,4847
1277,Paraíba,Brejo do Cruz,1212.0,8.58,332.0,2.35,12910
1278,Paraíba,Brejo dos Santos,702.0,10.89,244.0,3.78,5747
1279,Paraíba,Caaporã,851.0,3.9,226.0,1.04,20977
1280,Paraíba,Cabaceiras,567.0,10.11,145.0,2.58,5044
1281,Paraíba,Cabedelo,4442.0,6.56,1285.0,1.9,63294
1282,Paraíba,Cachoeira dos Índios,729.0,7.12,92.0,0.9,9515
1283,Paraíba,Cacimba de Areia,331.0,8.99,89.0,2.42,3351
1284,Paraíba,Cacimba de Dentro,1593.0,9.27,268.0,1.56,15594
1285,Paraíba,Cacimbas,556.0,7.75,136.0,1.9,6617
1286,Paraíba,Caiçara,578.0,8.03,101.0,1.4,6623
1287,Paraíba,Cajazeiras,5841.0,9.42,1619.0,2.61,56152
1288,Paraíba,Cajazeirinhas,225.0,7.05,26.0,0.81,2968
1289,Paraíba,Caldas Brandão,543.0,9.03,142.0,2.36,5471
1290,Paraíba,Camalaú,557.0,9.26,117.0,1.95,5456
1291,Paraíba,Campina Grande,31474.0,7.68,5030.0,1.23,378257
1292,Paraíba,Capim,256.0,3.92,82.0,1.26,6267
1293,Paraíba,Caraúbas,397.0,9.54,66.0,1.59,3765
1294,Paraíba,Carrapateira,263.0,9.89,114.0,4.29,2396
1295,Paraíba,Casserengue,625.0,8.37,87.0,1.16,6843
1296,Paraíba,Catingueira,424.0,8.6,87.0,1.76,4508
1297,Paraíba,Catolé do Rocha,2608.0,8.54,819.0,2.68,27938
1298,Paraíba,Caturité,287.0,5.92,91.0,1.88,4565
1299,Paraíba,Conceição,1819.0,9.58,680.0,3.58,17163
1300,Paraíba,Condado,829.0,12.46,100.0,1.5,5825
1301,Paraíba,Conde,1076.0,4.36,243.0,0.99,23594
1302,Paraíba,Congo,461.0,9.63,162.0,3.38,4325
1303,Paraíba,Coremas,1719.0,11.13,537.0,3.48,13726
1304,Paraíba,Coxixola,273.0,14.21,48.0,2.5,1648
1305,Paraíba,Cruz do Espírito Santo,843.0,4.87,141.0,0.81,16476
1306,Paraíba,Cubati,513.0,6.58,171.0,2.19,7284
1307,Paraíba,Cuité,2136.0,10.5,453.0,2.23,18202
1308,Paraíba,Cuitegi,425.0,6.25,105.0,1.54,6378
1309,Paraíba,Cuité de Mamanguape,339.0,5.34,44.0,0.69,6014
1310,Paraíba,Curral de Cima,554.0,10.6,133.0,2.54,4673
1311,Paraíba,Curral Velho,220.0,8.74,40.0,1.59,2296
1312,Paraíba,Damião,436.0,8.18,120.0,2.25,4894
1313,Paraíba,Desterro,821.0,9.9,149.0,1.8,7476
1314,Paraíba,Vista Serrana,298.0,7.85,70.0,1.84,3500
1315,Paraíba,Diamante,483.0,7.37,121.0,1.85,6069
1316,Paraíba,Dona Inês,883.0,8.45,170.0,1.63,9570
1317,Paraíba,Duas Estradas,344.0,9.57,67.0,1.86,3252
1318,Paraíba,Emas,355.0,10.08,81.0,2.3,3167
1319,Paraíba,Esperança,1492.0,4.52,413.0,1.25,31515
1320,Paraíba,Fagundes,731.0,6.5,157.0,1.4,10522
1321,Paraíba,Frei Martinho,510.0,17.06,99.0,3.31,2479
1322,Paraíba,Gado Bravo,465.0,5.59,126.0,1.52,7851
1323,Paraíba,Guarabira,3209.0,5.45,1158.0,1.97,55624
1324,Paraíba,Gurinhém,1035.0,7.33,168.0,1.19,13094
1325,Paraíba,Gurjão,245.0,7.15,41.0,1.2,3183
1326,Paraíba,Ibiara,842.0,14.2,110.0,1.86,5087
1327,Paraíba,Imaculada,441.0,3.73,117.0,0.99,11378
1328,Paraíba,Ingá,1643.0,9.08,557.0,3.08,16460
1329,Paraíba,Itabaiana,2637.0,10.77,612.0,2.5,21840
1330,Paraíba,Itaporanga,1633.0,6.61,480.0,1.94,23059
1331,Paraíba,Itapororoca,1394.0,7.47,252.0,1.35,17270
1332,Paraíba,Itatuba,908.0,8.28,155.0,1.41,10054
1333,Paraíba,Jacaraú,906.0,6.28,232.0,1.61,13525
1334,Paraíba,Jericó,691.0,8.93,140.0,1.81,7048
1335,Paraíba,João Pessoa,98500.0,12.18,19726.0,2.44,710515
1336,Paraíba,Juarez Távora,701.0,8.83,286.0,3.6,7235
1337,Paraíba,Juazeirinho,1396.0,7.68,229.0,1.26,16775
1338,Paraíba,Junco do Seridó,417.0,5.83,201.0,2.81,6733
1339,Paraíba,Juripiranga,1016.0,9.45,177.0,1.65,9740
1340,Paraíba,Juru,917.0,9.29,227.0,2.3,8950
1341,Paraíba,Lagoa,519.0,11.12,113.0,2.42,4147
1342,Paraíba,Lagoa de Dentro,638.0,8.27,206.0,2.67,7081
1343,Paraíba,Lagoa Seca,2134.0,7.76,398.0,1.45,25369
1344,Paraíba,Lastro,192.0,7.01,95.0,3.47,2545
1345,Paraíba,Livramento,722.0,9.95,110.0,1.52,6534
1346,Paraíba,Logradouro,367.0,8.47,72.0,1.66,3965
1347,Paraíba,Lucena,620.0,4.74,175.0,1.34,12460
1348,Paraíba,Mãe d'Água,388.0,9.68,91.0,2.27,3621
1349,Paraíba,Malta,704.0,12.22,247.0,4.29,5055
1350,Paraíba,Mamanguape,2404.0,5.36,577.0,1.29,42478
1351,Paraíba,Manaíra,907.0,8.28,153.0,1.4,10048
1352,Paraíba,Marcação,4255.0,49.72,2997.0,35.02,4303
1353,Paraíba,Mari,1647.0,7.54,304.0,1.39,20190
1354,Paraíba,Marizópolis,830.0,12.54,129.0,1.95,5787
1355,Paraíba,Massaranduba,1234.0,8.87,265.0,1.9,12684
1356,Paraíba,Mataraca,304.0,3.6,100.0,1.19,8130
1357,Paraíba,Matinhas,299.0,6.64,44.0,0.98,4201
1358,Paraíba,Mato Grosso,306.0,10.52,67.0,2.3,2602
1359,Paraíba,Maturéia,635.0,9.67,224.0,3.41,5934
1360,Paraíba,Mogeiro,1189.0,8.95,182.0,1.37,12095
1361,Paraíba,Montadas,496.0,8.75,80.0,1.41,5173
1362,Paraíba,Monte Horebe,342.0,7.1,70.0,1.45,4474
1363,Paraíba,Monteiro,3476.0,10.46,1352.0,4.07,29746
1364,Paraíba,Mulungu,603.0,6.09,125.0,1.26,9299
1365,Paraíba,Natuba,621.0,5.94,178.0,1.7,9833
1366,Paraíba,Nazarezinho,834.0,11.42,318.0,4.36,6467
1367,Paraíba,Nova Floresta,946.0,8.89,248.0,2.33,9692
1368,Paraíba,Nova Olinda,585.0,9.83,212.0,3.56,5364
1369,Paraíba,Nova Palmeira,529.0,10.78,105.0,2.14,4377
1370,Paraíba,Olho d'Água,477.0,7.31,79.0,1.21,6049
1371,Paraíba,Olivedos,408.0,10.38,99.0,2.52,3524
1372,Paraíba,Ouro Velho,329.0,10.83,144.0,4.74,2710
1373,Paraíba,Parari,227.0,12.82,47.0,2.65,1544
1374,Paraíba,Passagem,288.0,11.91,63.0,2.6,2131
1375,Paraíba,Patos,10212.0,9.49,1862.0,1.73,97393
1376,Paraíba,Paulista,799.0,6.47,178.0,1.44,11548
1377,Paraíba,Pedra Branca,412.0,10.84,153.0,4.03,3389
1378,Paraíba,Pedra Lavrada,722.0,9.21,296.0,3.77,7121
1379,Paraíba,Pedras de Fogo,1133.0,3.98,276.0,0.97,27325
1380,Paraíba,Piancó,1274.0,7.93,393.0,2.44,14801
1381,Paraíba,Picuí,1916.0,10.24,397.0,2.12,16787
1382,Paraíba,Pilar,1024.0,8.59,399.0,3.35,10893
1383,Paraíba,Pilões,353.0,5.32,94.0,1.42,6282
1384,Paraíba,Pilõezinhos,252.0,5.06,62.0,1.25,4724
1385,Paraíba,Pirpirituba,1048.0,9.91,157.0,1.48,9531
1386,Paraíba,Pitimbu,505.0,2.65,157.0,0.82,18560
1387,Paraíba,Pocinhos,1519.0,8.18,266.0,1.43,17045
1388,Paraíba,Poço Dantas,302.0,7.77,64.0,1.65,3586
1389,Paraíba,Poço de José de Moura,502.0,11.66,143.0,3.32,3805
1390,Paraíba,Pombal,3469.0,10.58,811.0,2.47,29332
1391,Paraíba,Prata,542.0,12.88,193.0,4.59,3667
1392,Paraíba,Princesa Isabel,1093.0,4.68,342.0,1.46,22252
1393,Paraíba,Puxinanã,1224.0,8.95,304.0,2.22,12456
1394,Paraíba,Queimadas,2744.0,6.24,570.0,1.3,41223
1395,Paraíba,Quixabá,270.0,13.8,63.0,3.22,1686
1396,Paraíba,Remígio,2019.0,10.29,394.0,2.01,17602
1397,Paraíba,Pedro Régis,335.0,5.5,167.0,2.74,5754
1398,Paraíba,Riachão,333.0,9.28,68.0,1.9,3255
1399,Paraíba,Riachão do Bacamarte,390.0,8.63,77.0,1.7,4131
1400,Paraíba,Riachão do Poço,285.0,6.32,61.0,1.35,4224
1401,Paraíba,Riacho de Santo Antônio,154.0,7.91,38.0,1.95,1794
1402,Paraíba,Riacho dos Cavalos,825.0,9.68,306.0,3.59,7701
1403,Paraíba,Rio Tinto,3992.0,16.51,2424.0,10.03,20184
1404,Paraíba,Salgadinho,265.0,6.82,58.0,1.49,3620
1405,Paraíba,Salgado de São Félix,1375.0,11.33,263.0,2.17,10765
1406,Paraíba,Santa Cecília,502.0,7.65,65.0,0.99,6056
1407,Paraíba,Santa Cruz,922.0,14.01,143.0,2.17,5661
1408,Paraíba,Santa Helena,437.0,7.42,224.0,3.8,5452
1409,Paraíba,Santa Inês,275.0,7.65,76.0,2.11,3320
1410,Paraíba,Santa Luzia,1747.0,11.36,385.0,2.5,13635
1411,Paraíba,Santana de Mangueira,552.0,10.69,149.0,2.89,4610
1412,Paraíba,Santana dos Garrotes,683.0,9.71,130.0,1.85,6348
1413,Paraíba,Joca Claudino,325.0,12.33,53.0,2.01,2311
1414,Paraíba,Santa Rita,9287.0,6.8,2216.0,1.62,127299
1415,Paraíba,Santa Teresinha,588.0,12.86,71.0,1.55,3985
1416,Paraíba,Santo André,217.0,8.61,57.0,2.26,2304
1417,Paraíba,São Bento,2497.0,7.34,391.0,1.15,31534
1418,Paraíba,São Bentinho,497.0,10.97,113.0,2.5,4032
1419,Paraíba,São Domingos do Cariri,333.0,12.73,94.0,3.59,2282
1420,Paraíba,São Domingos,298.0,9.7,73.0,2.38,2775
1421,Paraíba,São Francisco,543.0,16.01,181.0,5.34,2849
1422,Paraíba,São João do Cariri,451.0,10.74,139.0,3.31,3748
1423,Paraíba,São João do Tigre,321.0,7.26,44.0,1.0,4101
1424,Paraíba,São José da Lagoa Tapada,776.0,10.17,337.0,4.42,6854
1425,Paraíba,São José de Caiana,400.0,6.29,108.0,1.7,5959
1426,Paraíba,São José de Espinharas,589.0,12.58,75.0,1.6,4093
1427,Paraíba,São José dos Ramos,455.0,7.64,116.0,1.95,5502
1428,Paraíba,São José de Piranhas,2033.0,10.04,342.0,1.69,18218
1429,Paraíba,São José de Princesa,466.0,11.64,79.0,1.97,3537
1430,Paraíba,São José do Bonfim,319.0,8.97,108.0,3.04,3238
1431,Paraíba,São José do Brejo do Cruz,175.0,9.72,84.0,4.66,1626
1432,Paraíba,São José do Sabugi,504.0,12.17,72.0,1.74,3637
1433,Paraíba,São José dos Cordeiros,332.0,9.15,116.0,3.2,3296
1434,Paraíba,São Mamede,1027.0,13.3,182.0,2.36,6697
1435,Paraíba,São Miguel de Taipu,436.0,5.92,155.0,2.1,6932
1436,Paraíba,São Sebastião de Lagoa de Roça,711.0,6.1,139.0,1.19,10950
1437,Paraíba,São Sebastião do Umbuzeiro,433.0,12.41,141.0,4.04,3056
1438,Paraíba,Sapé,3403.0,6.47,550.0,1.05,49222
1439,Paraíba,São Vicente do Seridó,846.0,7.85,142.0,1.32,9929
1440,Paraíba,Serra Branca,1395.0,10.18,334.0,2.44,12304
1441,Paraíba,Serra da Raiz,350.0,11.12,81.0,2.57,2798
1442,Paraíba,Serra Grande,207.0,7.12,52.0,1.79,2702
1443,Paraíba,Serra Redonda,663.0,9.42,158.0,2.24,6378
1444,Paraíba,Serraria,485.0,7.95,104.0,1.71,5614
1445,Paraíba,Sertãozinho,609.0,12.12,109.0,2.17,4415
1446,Paraíba,Sobrado,644.0,8.27,80.0,1.03,7139
1447,Paraíba,Solânea,2768.0,10.48,277.0,1.05,23639
1448,Paraíba,Soledade,1398.0,9.33,461.0,3.08,13591
1449,Paraíba,Sossêgo,324.0,9.11,52.0,1.46,3231
1450,Paraíba,Sousa,6992.0,10.07,1648.0,2.37,62452
1451,Paraíba,Sumé,1754.0,10.34,611.0,3.6,15212
1452,Paraíba,Tacima,780.0,7.15,109.0,1.0,10131
1453,Paraíba,Taperoá,1146.0,7.45,218.0,1.42,14230
1454,Paraíba,Tavares,1192.0,8.09,438.0,2.97,13534
1455,Paraíba,Teixeira,1428.0,9.42,279.0,1.84,13733
1456,Paraíba,Tenório,123.0,4.02,24.0,0.78,2935
1457,Paraíba,Triunfo,857.0,9.06,171.0,1.81,8598
1458,Paraíba,Uiraúna,1701.0,11.16,308.0,2.02,13541
1459,Paraíba,Umbuzeiro,1059.0,10.69,249.0,2.51,8848
1460,Paraíba,Várzea,399.0,14.2,75.0,2.67,2411
1461,Paraíba,Vieirópolis,608.0,11.37,85.0,1.59,4740
1462,Paraíba,Zabelê,273.0,12.19,86.0,3.84,1967
1463,Pernambuco,Abreu e Lima,2387.0,2.39,385.0,0.39,97603
1464,Pernambuco,Afogados da Ingazeira,2156.0,5.79,646.0,1.73,35103
1465,Pernambuco,Afrânio,1519.0,7.74,219.0,1.12,18116
1466,Pernambuco,Agrestina,880.0,3.54,234.0,0.94,24005
1467,Pernambuco,Água Preta,852.0,2.32,228.0,0.62,35919
1468,Pernambuco,Águas Belas,4586.0,10.56,2480.0,5.71,38857
1469,Pernambuco,Alagoinha,1419.0,9.7,218.0,1.49,13217
1470,Pernambuco,Aliança,1698.0,4.42,387.0,1.01,36688
1471,Pernambuco,Altinho,1574.0,6.85,237.0,1.03,21398
1472,Pernambuco,Amaraji,677.0,2.97,108.0,0.47,22152
1473,Pernambuco,Angelim,637.0,5.71,79.0,0.71,10513
1474,Pernambuco,Araçoiaba,393.0,1.91,27.0,0.13,20131
1475,Pernambuco,Araripina,4654.0,5.51,846.0,1.0,79764
1476,Pernambuco,Arcoverde,6065.0,8.16,1733.0,2.33,68273
1477,Pernambuco,Barra de Guabiraba,604.0,4.2,125.0,0.87,13781
1478,Pernambuco,Barreiros,1121.0,2.63,283.0,0.66,41538
1479,Pernambuco,Belém de Maria,385.0,3.19,60.0,0.5,11688
1480,Pernambuco,Belém do São Francisco,1859.0,8.97,454.0,2.19,18870
1481,Pernambuco,Belo Jardim,2155.0,2.82,574.0,0.75,74284
1482,Pernambuco,Betânia,824.0,6.48,155.0,1.22,11895
1483,Pernambuco,Bezerros,3896.0,6.41,917.0,1.51,56902
1484,Pernambuco,Bodocó,1941.0,5.09,375.0,0.98,36205
1485,Pernambuco,Bom Conselho,2106.0,4.34,444.0,0.91,46448
1486,Pernambuco,Bom Jardim,1772.0,4.52,23.0,0.06,37412
1487,Pernambuco,Bonito,2094.0,5.49,450.0,1.18,36040
1488,Pernambuco,Brejão,681.0,7.57,112.0,1.25,8312
1489,Pernambuco,Brejinho,682.0,9.11,95.0,1.27,6805
1490,Pernambuco,Brejo da Madre de Deus,2725.0,5.37,347.0,0.68,48017
1491,Pernambuco,Buenos Aires,655.0,4.98,88.0,0.67,12500
1492,Pernambuco,Buíque,4451.0,7.62,1465.0,2.51,53927
1493,Pernambuco,Cabo de Santo Agostinho,12059.0,5.82,2898.0,1.4,194989
1494,Pernambuco,Cabrobó,3630.0,10.61,2149.0,6.28,30591
1495,Pernambuco,Cachoeirinha,871.0,4.27,188.0,0.92,19509
1496,Pernambuco,Caetés,1606.0,5.59,177.0,0.62,27133
1497,Pernambuco,Calçado,697.0,6.31,133.0,1.2,10356
1498,Pernambuco,Calumbi,562.0,9.77,100.0,1.74,5188
1499,Pernambuco,Camaragibe,3042.0,1.93,390.0,0.25,154786
1500,Pernambuco,Camocim de São Félix,758.0,4.04,99.0,0.53,18007
1501,Pernambuco,Camutanga,339.0,3.96,71.0,0.83,8212
1502,Pernambuco,Canhotinho,1008.0,4.06,104.0,0.42,23796
1503,Pernambuco,Capoeiras,1095.0,5.46,215.0,1.07,18953
1504,Pernambuco,Carnaíba,1051.0,5.38,179.0,0.92,18500
1505,Pernambuco,Carnaubeira da Penha,4725.0,36.54,4227.0,32.69,8207
1506,Pernambuco,Carpina,521.0,0.62,349.0,0.42,83120
1507,Pernambuco,Caruaru,24412.0,6.76,7297.0,2.02,336706
1508,Pernambuco,Casinhas,615.0,4.29,61.0,0.43,13726
1509,Pernambuco,Catende,1392.0,3.25,372.0,0.87,41500
1510,Pernambuco,Cedro,847.0,7.17,185.0,1.57,10960
1511,Pernambuco,Chã de Alegria,689.0,5.1,164.0,1.21,12829
1512,Pernambuco,Chã Grande,1243.0,5.73,244.0,1.12,20455
1513,Pernambuco,Condado,199.0,0.75,1.0,0.0,26222
1514,Pernambuco,Correntes,594.0,3.26,142.0,0.78,17613
1515,Pernambuco,Cortês,505.0,4.01,141.0,1.12,12073
1516,Pernambuco,Cumaru,589.0,5.4,167.0,1.53,10317
1517,Pernambuco,Cupira,1148.0,4.76,231.0,0.96,22959
1518,Pernambuco,Custódia,2794.0,7.53,559.0,1.51,34317
1519,Pernambuco,Dormentes,1233.0,6.52,220.0,1.16,17675
1520,Pernambuco,Escada,1997.0,2.9,369.0,0.54,66878
1521,Pernambuco,Exu,2605.0,8.19,332.0,1.04,29220
1522,Pernambuco,Feira Nova,1252.0,5.66,186.0,0.84,20879
1523,Pernambuco,Fernando de Noronha,627.0,20.48,195.0,6.37,2434
1524,Pernambuco,Ferreiros,806.0,6.65,135.0,1.11,11317
1525,Pernambuco,Flores,2043.0,9.03,185.0,0.82,20581
1526,Pernambuco,Floresta,791.0,2.41,518.0,1.58,32082
1527,Pernambuco,Frei Miguelinho,1261.0,8.16,162.0,1.05,14196
1528,Pernambuco,Gameleira,900.0,2.9,225.0,0.72,30152
1529,Pernambuco,Garanhuns,7175.0,5.13,2751.0,1.97,132613
1530,Pernambuco,Glória do Goitá,2080.0,6.8,324.0,1.06,28524
1531,Pernambuco,Goiana,4466.0,5.6,1065.0,1.34,75292
1532,Pernambuco,Granito,353.0,4.72,54.0,0.72,7133
1533,Pernambuco,Gravatá,3723.0,4.43,797.0,0.95,80351
1534,Pernambuco,Iati,975.0,5.08,196.0,1.02,18222
1535,Pernambuco,Ibimirim,2669.0,9.13,1530.0,5.23,26566
1536,Pernambuco,Ibirajuba,546.0,7.03,111.0,1.43,7216
1537,Pernambuco,Igarassu,5105.0,4.36,1634.0,1.4,111914
1538,Pernambuco,Iguaracy,942.0,7.7,102.0,0.83,11286
1539,Pernambuco,Inajá,1189.0,5.11,817.0,3.51,22058
1540,Pernambuco,Ingazeira,524.0,11.52,79.0,1.74,4024
1541,Pernambuco,Ipojuca,2858.0,2.97,866.0,0.9,93346
1542,Pernambuco,Ipubi,1834.0,5.94,378.0,1.23,29020
1543,Pernambuco,Itacuruba,450.0,9.15,83.0,1.69,4468
1544,Pernambuco,Itaíba,1729.0,6.56,187.0,0.71,24620
1545,Pernambuco,Ilha de Itamaracá,280.0,1.07,138.0,0.53,25978
1546,Pernambuco,Itambé,1749.0,4.8,298.0,0.82,34698
1547,Pernambuco,Itapetim,1560.0,11.46,224.0,1.65,12056
1548,Pernambuco,Itapissuma,1328.0,4.98,429.0,1.61,25323
1549,Pernambuco,Itaquitinga,686.0,4.05,147.0,0.87,16269
1550,Pernambuco,Jaboatão dos Guararapes,8103.0,1.15,2065.0,0.29,694195
1551,Pernambuco,Jaqueira,707.0,6.07,180.0,1.54,10949
1552,Pernambuco,Jataúba,573.0,3.34,155.0,0.9,16577
1553,Pernambuco,Jatobá,3690.0,24.94,1897.0,12.82,11106
1554,Pernambuco,João Alfredo,2269.0,6.71,252.0,0.75,31553
1555,Pernambuco,Joaquim Nabuco,601.0,3.75,109.0,0.68,15422
1556,Pernambuco,Jucati,619.0,5.42,89.0,0.78,10805
1557,Pernambuco,Jupi,628.0,4.23,98.0,0.66,14208
1558,Pernambuco,Jurema,515.0,3.35,121.0,0.79,14863
1559,Pernambuco,Lagoa do Carro,935.0,5.17,182.0,1.01,17136
1560,Pernambuco,Lagoa de Itaenga,1170.0,5.46,230.0,1.07,20259
1561,Pernambuco,Lagoa do Ouro,763.0,5.8,119.0,0.91,12382
1562,Pernambuco,Lagoa dos Gatos,118.0,0.72,83.0,0.51,16172
1563,Pernambuco,Lagoa Grande,930.0,3.63,196.0,0.77,24671
1564,Pernambuco,Lajedo,2379.0,5.9,261.0,0.65,37909
1565,Pernambuco,Limoeiro,4762.0,8.47,1112.0,1.98,51488
1566,Pernambuco,Macaparana,1322.0,5.21,190.0,0.75,24054
1567,Pernambuco,Machados,936.0,5.82,168.0,1.04,15152
1568,Pernambuco,Manari,677.0,3.16,116.0,0.54,20757
1569,Pernambuco,Maraial,556.0,4.9,127.0,1.12,10789
1570,Pernambuco,Mirandiba,1021.0,6.63,158.0,1.03,14369
1571,Pernambuco,Moreno,3434.0,5.47,625.0,1.0,59350
1572,Pernambuco,Nazaré da Mata,1608.0,4.95,685.0,2.11,30863
1573,Pernambuco,Olinda,11148.0,2.84,3096.0,0.79,381334
1574,Pernambuco,Orobó,1522.0,6.37,206.0,0.86,22362
1575,Pernambuco,Orocó,1221.0,8.14,289.0,1.93,13770
1576,Pernambuco,Ouricuri,4028.0,5.8,835.0,1.2,65431
1577,Pernambuco,Palmares,3244.0,5.13,1110.0,1.75,60006
1578,Pernambuco,Palmeirina,338.0,4.39,79.0,1.03,7355
1579,Pernambuco,Panelas,376.0,1.42,143.0,0.54,26098
1580,Pernambuco,Paranatama,440.0,3.82,89.0,0.77,11083
1581,Pernambuco,Parnamirim,1303.0,5.92,174.0,0.79,20707
1582,Pernambuco,Passira,1166.0,4.03,294.0,1.02,27767
1583,Pernambuco,Paudalho,2566.0,4.54,275.0,0.49,53940
1584,Pernambuco,Paulista,10965.0,3.3,3136.0,0.95,320809
1585,Pernambuco,Pedra,523.0,2.31,157.0,0.69,22094
1586,Pernambuco,Pesqueira,9295.0,13.79,6300.0,9.35,58100
1587,Pernambuco,Petrolândia,1010.0,2.76,220.0,0.6,35538
1588,Pernambuco,Petrolina,16837.0,4.82,6399.0,1.83,332308
1589,Pernambuco,Poção,926.0,8.19,107.0,0.95,10376
1590,Pernambuco,Pombos,1432.0,5.29,257.0,0.95,25659
1591,Pernambuco,Primavera,419.0,2.8,105.0,0.7,14547
1592,Pernambuco,Quipapá,385.0,1.48,40.0,0.15,25652
1593,Pernambuco,Quixaba,594.0,8.72,42.0,0.62,6219
1594,Pernambuco,Recife,188648.0,11.46,64326.0,3.91,1457079
1595,Pernambuco,Riacho das Almas,1086.0,5.29,230.0,1.12,19460
1596,Pernambuco,Ribeirão,1833.0,3.87,323.0,0.68,45582
1597,Pernambuco,Rio Formoso,825.0,3.51,182.0,0.77,22710
1598,Pernambuco,Sairé,526.0,5.3,91.0,0.92,9406
1599,Pernambuco,Salgadinho,715.0,6.55,75.0,0.69,10204
1600,Pernambuco,Salgueiro,7203.0,11.82,2090.0,3.43,53727
1601,Pernambuco,Saloá,915.0,5.78,148.0,0.93,14928
1602,Pernambuco,Sanharó,1156.0,4.37,182.0,0.69,25306
1603,Pernambuco,Santa Cruz,1054.0,6.85,200.0,1.3,14344
1604,Pernambuco,Santa Cruz da Baixa Verde,919.0,7.3,142.0,1.13,11673
1605,Pernambuco,Santa Cruz do Capibaribe,3231.0,2.99,644.0,0.6,104706
1606,Pernambuco,Santa Filomena,661.0,4.57,112.0,0.77,13816
1607,Pernambuco,Santa Maria da Boa Vista,2528.0,6.03,420.0,1.0,39403
1608,Pernambuco,Santa Maria do Cambucá,762.0,5.39,83.0,0.59,13375
1609,Pernambuco,Santa Terezinha,534.0,4.52,69.0,0.58,11281
1610,Pernambuco,São Benedito do Sul,370.0,2.33,83.0,0.52,15525
1611,Pernambuco,São Bento do Una,3397.0,5.71,485.0,0.82,56107
1612,Pernambuco,São Caitano,2744.0,7.37,460.0,1.24,34501
1613,Pernambuco,São João,1057.0,4.64,133.0,0.58,21736
1614,Pernambuco,São Joaquim do Monte,1340.0,6.27,99.0,0.46,20016
1615,Pernambuco,São José da Coroa Grande,1338.0,6.28,170.0,0.8,19960
1616,Pernambuco,São José do Belmonte,949.0,2.79,364.0,1.07,33010
1617,Pernambuco,São José do Egito,2989.0,8.8,484.0,1.43,30962
1618,Pernambuco,São Lourenço da Mata,3480.0,3.07,817.0,0.72,109750
1619,Pernambuco,São Vicente Ferrer,675.0,3.75,129.0,0.72,17343
1620,Pernambuco,Serra Talhada,7945.0,9.2,1901.0,2.2,78405
1621,Pernambuco,Serrita,1112.0,5.8,155.0,0.81,18053
1622,Pernambuco,Sertânia,1874.0,5.22,184.0,0.51,34033
1623,Pernambuco,Sirinhaém,1305.0,2.85,299.0,0.65,44560
1624,Pernambuco,Moreilândia,1015.0,9.01,161.0,1.43,10255
1625,Pernambuco,Solidão,437.0,7.27,97.0,1.61,5570
1626,Pernambuco,Surubim,2863.0,4.4,651.0,1.0,62226
1627,Pernambuco,Tabira,2634.0,9.23,390.0,1.37,25900
1628,Pernambuco,Tacaimbó,454.0,3.53,168.0,1.3,12420
1629,Pernambuco,Tacaratu,1815.0,7.04,1117.0,4.34,23950
1630,Pernambuco,Tamandaré,856.0,3.66,206.0,0.88,22532
1631,Pernambuco,Taquaritinga do Norte,768.0,2.67,153.0,0.53,28007
1632,Pernambuco,Terezinha,291.0,4.06,65.0,0.91,6878
1633,Pernambuco,Terra Nova,757.0,7.5,97.0,0.96,9339
1634,Pernambuco,Timbaúba,3487.0,6.58,586.0,1.11,49535
1635,Pernambuco,Toritama,1584.0,3.5,249.0,0.55,43635
1636,Pernambuco,Tracunhaém,432.0,3.14,111.0,0.81,13337
1637,Pernambuco,Trindade,1461.0,4.79,327.0,1.07,29060
1638,Pernambuco,Triunfo,1399.0,9.17,168.0,1.1,13855
1639,Pernambuco,Tupanatinga,1347.0,4.93,104.0,0.38,25957
1640,Pernambuco,Tuparetama,498.0,6.07,159.0,1.94,7704
1641,Pernambuco,Venturosa,661.0,3.58,184.0,1.0,17821
1642,Pernambuco,Verdejante,584.0,6.13,93.0,0.98,8950
1643,Pernambuco,Vertente do Lério,555.0,7.29,136.0,1.79,7063
1644,Pernambuco,Vertentes,1300.0,6.27,176.0,0.85,19431
1645,Pernambuco,Vicência,1207.0,3.7,359.0,1.1,31436
1646,Pernambuco,Vitória de Santo Antão,6189.0,4.46,1251.0,0.9,132568
1647,Pernambuco,Xexéu,439.0,2.98,173.0,1.17,14286
1648,Alagoas,Água Branca,1494.0,7.4,536.0,2.65,18702
1649,Alagoas,Anadia,1463.0,8.34,261.0,1.49,16082
1650,Alagoas,Arapiraca,15056.0,6.5,3183.0,1.37,216691
1651,Alagoas,Atalaia,1706.0,3.62,262.0,0.56,45479
